"","linea","estacion","direccion","ubicacion","tipo"
"83","2","TACUBA","CUATRO CAMINOS","MEZAZINE","ESCALERA ELECTROMECANICA"
"84","2","TACUBA","TAXQUEÑA","MEZAZINE","ESCALERA ELECTROMECANICA"
"85","2","CHABACANO","CUATRO CAMINOS","MEZAZINE","ESCALERA ELECTROMECANICA"
"86","2","CHABACANO","CUATRO CAMINOS","MEZAZINE","ESCALERA ELECTROMECANICA"
"87","2","CHABACANO","TAXQUEÑA","MEZAZINE","ESCALERA ELECTROMECANICA"
"88","2","CHABACANO","TAXQUEÑA","MEZAZINE","ESCALERA ELECTROMECANICA"
"89","2","CHABACANO","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"90","2","CHABACANO","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"91","3","MIGUEL ANGEL DE QUEVEDO","INDIOS VERDES","ANTES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"92","3","MIGUEL ANGEL DE QUEVEDO","INDIOS VERDES","ANTES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"93","3","GUERRERO","UNIVERSIDAD","ANDEN","ESCALERA ELECTROMECANICA"
"94","3","JUÁREZ","UNIVERSIDAD","SALIDA","ESCALERA ELECTROMECANICA"
"95","3","JUÁREZ","INDIOS VERDES","SALIDA","ESCALERA ELECTROMECANICA"
"96","3","BALDERAS","UNIVERSIDAD","MEZAZINE","ESCALERA ELECTROMECANICA"
"97","3","BALDERAS","INDIOS VERDES","MEZAZINE","ESCALERA ELECTROMECANICA"
"98","3","BALDERAS","INDIOS VERDES","MEZAZINE","ESCALERA ELECTROMECANICA"
"99","3","HOSPITAL GENERAL","UNIVERSIDAD","ANDEN","ESCALERA ELECTROMECANICA"
"100","3","HOSPITAL GENERAL","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"101","3","HOSPITAL GENERAL","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"102","3","HIDALGO","UNIVERSIDAD","ANDEN","ESCALERA ELECTROMECANICA"
"103","3","HIDALGO","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"104","3","HIDALGO","UNIVERSIDAD","ANDEN","ESCALERA ELECTROMECANICA"
"105","3","HIDALGO","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"106","3","HIDALGO","UNIVERSIDAD","ANDEN","ESCALERA ELECTROMECANICA"
"107","3","HIDALGO","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"108","3","MIGUEL ANGEL DE QUEVEDO","INDIOS VERDES","TORNIQUETES","ESCALERA ELECTROMECANICA"
"109","3","MIGUEL ANGEL DE QUEVEDO","INDIOS VERDES","SALIDA","ESCALERA ELECTROMECANICA"
"110","3","COPILCO","UNIVERSIDAD","TORNIQUETES","ESCALERA ELECTROMECANICA"
"111","3","COPILCO","UNIVERSIDAD","TORNIQUETES","ESCALERA ELECTROMECANICA"
"112","3","COPILCO","INDIOS VERDES","TORNIQUETES","ESCALERA ELECTROMECANICA"
"113","3","COPILCO","INDIOS VERDES","TORNIQUETES","ESCALERA ELECTROMECANICA"
"114","3","VIVEROS","UNIVERSIDAD","MEZAZINE","ESCALERA ELECTROMECANICA"
"115","3","VIVEROS","UNIVERSIDAD","MEZAZINE","ESCALERA ELECTROMECANICA"
"116","3","CENTRO MEDICO","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"117","3","CENTRO MEDICO","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"118","3","CENTRO MEDICO","UNIVERSIDAD","ANDEN UNIVERSIDAD PASILLO DE CORRESPONDENCIA DE L-3 A L-9","ESCALERA ELECTROMECANICA"
"119","3","CENTRO MEDICO","INDIOS VERDES","ANDEN","ESCALERA ELECTROMECANICA"
"120","4","SANTA ANITA","MARTIN CARRERA","ANDEN","ESCALERA ELECTROMECANICA"
"121","4","SANTA ANITA","MARTIN CARRERA","ANDEN","ESCALERA ELECTROMECANICA"
"122","4","SANTA ANITA","SANTA ANITA","ANDEN","ESCALERA ELECTROMECANICA"
"123","4","SANTA ANITA","SANTA ANITA","ANDEN","ESCALERA ELECTROMECANICA"
"124","4","FRAY SERVANDO","MARTIN CARRERA","ANDEN","ESCALERA ELECTROMECANICA"
"125","4","FRAY SERVANDO","SANTA ANITA","ANDEN","ESCALERA ELECTROMECANICA"
"126","4","MORELOS","MARTIN CARRERA","ANDEN","ESCALERA ELECTROMECANICA"
"127","4","MORELOS","SANTA ANITA","ANDEN","ESCALERA ELECTROMECANICA"
"128","4","CONSULADO","MARTIN CARRERA","TORNIQUETES","ESCALERA ELECTROMECANICA"
"129","4","CONSULADO","SANTA ANITA","TORNIQUETES","ESCALERA ELECTROMECANICA"
"130","4","CONSULADO","MARTIN CARRERA","TORNIQUETES","ESCALERA ELECTROMECANICA"
"131","4","CONSULADO","SANTA ANITA","TORNIQUETES","ESCALERA ELECTROMECANICA"
"132","4","CONSULADO","MARTIN CARRERA","TORNIQUETES","ESCALERA ELECTROMECANICA"
"133","4","CONSULADO","SANTA ANITA","ANDEN","ESCALERA ELECTROMECANICA"
"134","4","CONSULADO","MARTIN CARRERA","ANDEN","ESCALERA ELECTROMECANICA"
"135","4","CONSULADO","SANTA ANITA","ANDEN","ESCALERA ELECTROMECANICA"
"136","4","CONSULADO","MARTIN CARRERA","ANDEN","ESCALERA ELECTROMECANICA"
"137","4","JAMAICA","TACUBAYA","PASILLO DE CORRESPONDENCIA L-4  L-9","ESCALERA ELECTROMECANICA"
"138","4","JAMAICA","SANTA ANITA","ANDEN DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"139","4","JAMAICA","MARTIN CARRERA","MEZAZINE","ESCALERA ELECTROMECANICA"
"140","4","JAMAICA","TACUBAYA","PASILLO CORRESPONDENCIA JUNTO CON PERMANENCIA DE RED CONTRA INCENDIOS","ESCALERA ELECTROMECANICA"
"141","4","JAMAICA","SANTA ANITA","PASILLO DE CORRESPONDENCIA L-4 L-9","ESCALERA ELECTROMECANICA"
"142","4","JAMAICA","MARTIN CARRERA","PASILLO DE CORRESPONDENCIA L-4 L-9","ESCALERA ELECTROMECANICA"
"143","6","DEPORTIVO 18 DE MARZO","EL ROSARIO","ANDEN","ESCALERA ELECTROMECANICA"
"144","6","DEPORTIVO 18 DE MARZO","MARTIN CARRERA","ANDEN","ESCALERA ELECTROMECANICA"
"145","6","LA VILLA/BASILICA","MARTIN CARRERA","ANTES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"146","6","MARTIN CARRERA","MARTIN CARRERA","DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"147","7","BARRANCA DEL MUERTO","ROSARIO","MEDIO","ESCALERA ELECTROMECANICA"
"148","7","BARRANCA DEL MUERTO","BARRANCA DEL MUERTO","ANDEN","ESCALERA ELECTROMECANICA"
"149","7","BARRANCA DEL MUERTO","ROSARIO","MEDIO","ESCALERA ELECTROMECANICA"
"150","7","AUDITORIO","BARRANCA DEL MUERTO","ANDEN","ESCALERA ELECTROMECANICA"
"151","7","AUDITORIO","ROSARIO","ANDEN","ESCALERA ELECTROMECANICA"
"152","7","POLANCO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"153","7","POLANCO","ROSARIO","ANDEN","ESCALERA ELECTROMECANICA"
"154","7","TACUBA","BARRANCA DEL MUERTO","PASILLO CORRESPONDENCIA DE LÍNEA 7 A 2","ESCALERA ELECTROMECANICA"
"155","7","TACUBA","BARRANCA DEL MUERTO","PASILLO CORRESPONDENCIA DE LÍNEA 7 A 3","ESCALERA ELECTROMECANICA"
"156","7","AQUILES SERDAN","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"157","7","AQUILES SERDAN","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"158","7","AQUILES SERDAN","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"159","7","AQUILES SERDAN","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"160","7","AQUILES SERDAN","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"161","7","AQUILES SERDAN","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"162","7","AQUILES SERDAN","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"163","7","AQUILES SERDAN","ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"164","7","AQUILES SERDAN","ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"165","7","AQUILES SERDAN","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"166","7","AQUILES SERDAN","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"167","7","AQUILES SERDAN","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"168","7","CAMARONES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"169","7","CAMARONES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"170","7","CAMARONES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"171","7","CAMARONES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"172","7","CAMARONES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"173","7","CAMARONES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"174","7","CAMARONES","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"175","7","CAMARONES","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"176","7","CAMARONES","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"177","7","CAMARONES","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"178","7","CAMARONES","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"179","7","CAMARONES","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"180","7","CAMARONES","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"181","7","CAMARONES","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"182","7","CAMARONES","ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"183","7","CAMARONES","ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"184","7","REFINERIA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"185","7","REFINERIA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"186","7","REFINERIA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"187","7","REFINERIA","ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"188","7","REFINERIA","ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"189","7","REFINERIA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"190","7","TACUBA","BARRANCA DEL MUERTO","TORNIQUETES","ESCALERA ELECTROMECANICA"
"191","7","TACUBA","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"192","7","TACUBA","ROSARIO","TORNIQUETES","ESCALERA ELECTROMECANICA"
"193","7","TACUBA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"194","7","TACUBA","ROSARIO","TORNIQUETES","ESCALERA ELECTROMECANICA"
"195","7","TACUBA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"196","7","TACUBA","BARRANCA DEL MUERTO","TORNIQUETES","ESCALERA ELECTROMECANICA"
"197","7","TACUBA","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"198","7","TACUBAYA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"199","7","TACUBAYA","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"200","7","TACUBAYA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"201","7","TACUBAYA","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"202","7","BARRANCA DEL MUERTO","ROSARIO","SALIDA","ESCALERA ELECTROMECANICA"
"203","7","TACUBAYA","ROSARIO","ANDEN","ESCALERA ELECTROMECANICA"
"204","7","TACUBAYA","ROSARIO","ANDEN","ESCALERA ELECTROMECANICA"
"205","7","TACUBAYA","ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"206","7","CONSTITUYENTES","BARRANCA DEL B","TORNIQUETES","ESCALERA ELECTROMECANICA"
"207","7","CONSTITUYENTES","BARRANCA DEL B","TORNIQUETES","ESCALERA ELECTROMECANICA"
"208","7","AUDITORIO","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"209","7","AUDITORIO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"210","7","AUDITORIO","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"211","7","AUDITORIO","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"212","7","AUD ITORIO","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"213","7","AUDITORIO","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"214","7","BARRANCA DEL MUERTO","EL ROSARIO","DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"215","7","BARRANCA DEL MUERTO","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"216","7","BARRANCA DEL MUERTO","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"217","7","BARRANCA DEL MUERTO","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"218","7","BARRANCA DEL MUERTO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"219","7","BARRANCA DEL MUERTO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"220","7","CONSTITUYENTES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"221","7","CONSTITUYENTES","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"222","7","CONSTITUYENTES","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"223","7","CONSTITUYENTES","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"224","7","CONSTITUYENTES","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"225","7","CONSTITUYENTES","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"226","7","CONSTITUYENTES","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"227","7","CONSTITUYENTES","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"228","7","CONSTITUYENTES","EL ROSARIO","SALIDA","ESCALERA ELECTROMECANICA"
"229","7","CONSTITUYENTES","EL ROSARIO","SALIDA","ESCALERA ELECTROMECANICA"
"230","7","MIXCOAC","EL ROSARIO","SALIDA","ESCALERA ELECTROMECANICA"
"231","7","MIXCOAC","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"232","7","MIXCOAC","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"233","7","MIXCOAC","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"234","7","MIXCOAC","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"235","7","MIXCOAC","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"236","7","MIXCOAC","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"237","7","MIXCOAC","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"238","7","MIXCOAC","EL ROSARIO","DESPUES DE TORNIQUETES SALIDA","ESCALERA ELECTROMECANICA"
"239","7","MIXCOAC","BARRANCA DEL MUERTO","DESPUES DE TORNIQUETES SALIDA","ESCALERA ELECTROMECANICA"
"240","7","POLANCO","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"241","7","POLANCO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"242","7","POLANCO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"243","7","POLANCO","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"244","7","POLANCO","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"245","7","POLANCO","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"246","7","REFINERIA","EL ROSARIO","TERCER PISO SALIDA DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"247","7","REFINERIA","EL ROSARIO","TERCER PISO SALIDA DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"248","7","SAN ANTONIO","EL ROSARIO","SALIDA ANDEL","ESCALERA ELECTROMECANICA"
"249","7","SAN ANTONIO","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"250","7","SAN ANTONIO","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"251","7","SAN ANTONIO","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"252","7","SAN ANTONIO","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"253","7","SAN ANTONIO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"254","7","SAN ANTONIO","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"255","7","SAN ANTONIO","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"256","7","SAN JOAQUIN","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"257","7","SAN JOAQUIN","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"258","7","SAN JOAQUIN","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"259","7","SAN JOAQU ÍN","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"260","7","SAN JOAQUÍN","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"261","7","SAN JOAQUIN","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"262","7","SAN JOAQUIN","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"263","7","SAN JOAQUIN","EL ROSARIO","SALIDA DESPUES DE TORNIQUETE","ESCALERA ELECTROMECANICA"
"264","7","SAN JOAQUIN","BARRANCA DEL MUERTO","SALIDA DESPUES DE TORNIQUETE","ESCALERA ELECTROMECANICA"
"265","7","SAN JOAQUIN","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"266","7","SAN PEDRO DE LOS PINOS","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"267","7","SAN PEDRO DE LOS PINOS","BARRANCA DEL MUERTO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"268","7","SAN PEDRO DE LOS PINOS","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
